ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
9755072,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755147,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
11950657,1/1/2001 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,825,8.0,16.0,,
1311351,1/1/2001 0:00,BURGLARY,UNLAWFUL ENTRY,FACTORY/MANUFACTURING BUILDING,False,False,925,9.0,,,
11513580,1/1/2001 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,1222,12.0,27.0,,
8339048,1/1/2001 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1533,15.0,28.0,,
9755238,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755149,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755158,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755169,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755245,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
11109587,1/1/2001 0:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,2424,24.0,49.0,,
10870889,1/1/2001 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,632,6.0,8.0,,
9959537,1/1/2001 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1632,16.0,36.0,,
9755089,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755122,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9747360,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9652075,1/1/2001 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1123,11.0,28.0,,
9755180,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755198,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
11231026,1/1/2001 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,2032,20.0,47.0,,
9755214,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755231,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9442043,1/1/2001 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1133,11.0,24.0,,
9755100,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755248,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
11297734,1/1/2001 0:00,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,OTHER,False,False,823,8.0,23.0,,
1541842,1/1/2001 0:00,DECEPTIVE PRACTICE,EMBEZZLEMENT,AIRPORT/AIRCRAFT,True,False,1651,16.0,,,
12674158,1/1/2001 0:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True,421,4.0,7.0,,
9748492,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755126,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
12784654,1/1/2001 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,1133,11.0,24.0,,
9754894,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9863118,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9754946,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755080,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9754953,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755112,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9754963,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9754968,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9755056,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9748516,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
10473864,1/1/2001 0:00,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,OTHER,False,False,1233,12.0,2.0,,
9755209,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9754994,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9754973,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
3904995,1/1/2001 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,424,4.0,10.0,41.73353941,-87.54715593
9754975,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
9754865,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
4139911,1/1/2001 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,825,8.0,15.0,41.7770173,-87.68617167
9755066,1/1/2001 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,,
11295508,1/1/2001 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,831,8.0,17.0,,
8360384,1/1/2001 0:01,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,1632,16.0,36.0,,
2024237,1/1/2001 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,911,9.0,,41.79860392,-87.68374673
10308760,1/1/2001 0:01,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,314,3.0,5.0,,
11592969,1/1/2001 0:01,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2515,25.0,36.0,,
8325090,1/1/2001 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,1031,10.0,22.0,,
10505529,1/1/2001 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,432,4.0,10.0,,
1940270,1/1/2001 0:01,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1631,16.0,,41.94498439,-87.83137986
8602342,1/1/2001 0:01,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,613,6.0,21.0,,
10154126,1/1/2001 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,True,2232,22.0,34.0,,
8623828,1/1/2001 0:01,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,924,9.0,20.0,,
9204813,1/1/2001 0:01,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,513,5.0,9.0,,
10389372,1/1/2001 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2411,24.0,50.0,,
1312071,1/1/2001 0:34,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,222,2.0,,41.81577714,-87.6093099
1313616,1/1/2001 0:40,BATTERY,SIMPLE,STREET,True,False,1834,18.0,,41.89198475,-87.61581747
1311806,1/1/2001 1:06,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,713,7.0,,41.78634215,-87.65846371
1313341,1/1/2001 1:50,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,2122,2.0,,,
1311171,1/1/2001 1:53,BATTERY,SIMPLE,STREET,False,True,2422,24.0,,42.02264437,-87.6738788
1310088,1/1/2001 2:55,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,False,False,2312,19.0,,41.96799444,-87.65747278
1309979,1/1/2001 3:00,THEFT,$500 AND UNDER,CTA TRAIN,False,False,925,9.0,,,
1312852,1/1/2001 4:00,BATTERY,SIMPLE,RESIDENCE,True,True,414,4.0,,41.75414296,-87.56613789
1310268,1/1/2001 4:08,BATTERY,SIMPLE,RESIDENCE,False,False,533,5.0,,41.65416996,-87.61627484
1310035,1/1/2001 4:40,BATTERY,AGGRAVATED: HANDGUN,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,1231,12.0,,41.86520013,-87.66574112
1311118,1/1/2001 5:00,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,1732,17.0,,41.94583163,-87.72508915
1310170,1/1/2001 5:30,THEFT,$500 AND UNDER,HOTEL/MOTEL,False,False,131,1.0,,,
1310454,1/1/2001 5:50,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,False,False,623,6.0,,41.75051749,-87.61799242
1319849,1/1/2001 7:00,THEFT,$500 AND UNDER,STREET,False,False,925,9.0,,,
9848954,1/1/2001 8:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,811,8.0,13.0,,
1587557,1/1/2001 8:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1621,16.0,,41.98064511,-87.75219116
11386636,1/1/2001 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,824,8.0,16.0,,
8870207,1/1/2001 8:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,OTHER,False,False,1211,12.0,2.0,,
7545178,1/1/2001 8:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,True,False,1723,17.0,33.0,,
8218656,1/1/2001 9:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1513,15.0,29.0,,
11616662,1/1/2001 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,421,4.0,7.0,,
9806042,1/1/2001 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1732,17.0,39.0,,
11034701,1/1/2001 11:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,412,4.0,8.0,,
11864663,1/1/2001 12:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,133,1.0,3.0,,
12413905,1/1/2001 12:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,933,9.0,20.0,,
13002990,1/1/2001 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1234,12.0,25.0,,
1321047,1/1/2001 12:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2113,2.0,,41.84269729,-87.63528698
8846706,1/1/2001 12:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,2233,22.0,34.0,,
12388484,1/1/2001 12:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,2222,22.0,21.0,,
9387957,1/1/2001 12:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1631,16.0,36.0,,
11081353,1/1/2001 12:00,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,"SCHOOL, PRIVATE, GROUNDS",False,False,831,8.0,15.0,,
1460001,1/1/2001 12:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,2513,25.0,,41.90893585,-87.80560443
9923236,1/1/2001 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,1834,18.0,42.0,,
1325760,1/1/2001 13:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GOVERNMENT BUILDING/PROPERTY,True,False,1033,10.0,,,
1311153,1/1/2001 13:29,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,431,4.0,,41.71049058,-87.56469411
12673985,1/1/2001 14:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,324,3.0,7.0,,
1311168,1/1/2001 15:55,BATTERY,SIMPLE,STREET,True,False,1732,17.0,,,
1310849,1/1/2001 16:15,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1333,12.0,,41.88543308,-87.66709129
1311456,1/1/2001 16:30,BATTERY,SIMPLE,RESIDENCE,False,True,2422,24.0,,,
1313334,1/1/2001 17:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,OTHER,False,False,2024,20.0,,41.97421808,-87.65650599
1325752,1/1/2001 17:17,NARCOTICS,POSS: CRACK,STREET,True,False,324,3.0,,41.76252846,-87.58343385
1311575,1/1/2001 18:00,THEFT,$500 AND UNDER,STREET,False,False,523,5.0,,41.65987538,-87.6390581
