ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
10114105,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,333,3.0,5.0,,
5131204,1/1/2002 0:00,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,1822,18.0,27.0,,
12517578,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,True,True,213,2.0,3.0,,
13054909,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2511,25.0,30.0,,
8334583,1/1/2002 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,724,7.0,17.0,,
4695325,1/1/2002 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,422,4.0,7.0,,
7079764,1/1/2002 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,313,3.0,20.0,,
2876502,1/1/2002 0:00,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,COMMERCIAL / BUSINESS OFFICE,False,False,1833,18.0,42.0,41.89876792,-87.62411633
8529757,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,933,9.0,3.0,,
6711169,1/1/2002 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,822,8.0,14.0,,
5537936,1/1/2002 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1913,19.0,47.0,,
6715496,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,True,False,1412,14.0,35.0,,
6414862,1/1/2002 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,511,5.0,8.0,,
7933881,1/1/2002 0:00,THEFT,OVER $500,APARTMENT,False,False,713,7.0,16.0,,
12329543,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,523,5.0,9.0,,
6661029,1/1/2002 0:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,332,3.0,5.0,,
5907353,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,931,9.0,20.0,,
9226104,1/1/2002 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,823,8.0,13.0,,
9785303,1/1/2002 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2413,24.0,50.0,,
6198454,1/1/2002 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,CHA APARTMENT,False,False,1231,12.0,2.0,,
12724417,1/1/2002 0:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,814,8.0,23.0,,
