ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12643174,1/1/2012 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,2433,24.0,48.0,,
10260772,1/1/2012 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,1112,11.0,27.0,41.90004,-87.72378279
11077228,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1125,11.0,2.0,,
11861733,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1033,10.0,12.0,,
12429645,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1132,11.0,28.0,,
10593543,1/1/2012 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1632,16.0,38.0,,
12585930,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,931,9.0,15.0,,
12364874,1/1/2012 0:00,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,False,False,533,5.0,9.0,,
10265761,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,212,2.0,4.0,41.82876229,-87.61443616
11002368,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,2522,25.0,31.0,,
10398230,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,True,1135,11.0,28.0,,
10536876,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,825,8.0,15.0,,
12586134,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2223,22.0,34.0,,
11894473,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,512,5.0,9.0,,
10085067,1/1/2012 0:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,True,False,524,5.0,34.0,41.67766176,-87.65287226
10401057,1/1/2012 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,1532,15.0,28.0,,
11154724,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,923,9.0,14.0,,
11710889,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2222,22.0,21.0,,
12448101,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,RESIDENCE,False,False,612,6.0,21.0,,
10067343,1/1/2012 0:00,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,False,False,1114,11.0,28.0,41.88197836,-87.73125115
9535590,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,413,4.0,8.0,41.72719336,-87.60096381
10698879,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,1133,11.0,24.0,,
10728377,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1422,14.0,26.0,,
11442282,1/1/2012 0:00,THEFT,FROM BUILDING,RESIDENCE,False,False,1112,11.0,27.0,,
10464968,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,712,7.0,16.0,,
10928253,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,932,9.0,16.0,,
10532867,1/1/2012 0:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,212,2.0,4.0,,
12725317,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,835,8.0,17.0,,
10433096,1/1/2012 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,True,False,2512,25.0,29.0,,
11803187,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,634,6.0,21.0,,
12295334,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,632,6.0,6.0,,
11655969,1/1/2012 0:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,122,1.0,42.0,,
11571926,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,True,True,232,2.0,20.0,,
11011278,1/1/2012 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,421,4.0,7.0,,
10440733,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1122,11.0,27.0,,
10695671,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1533,15.0,29.0,,
10579715,1/1/2012 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,512,5.0,9.0,,
10433124,1/1/2012 0:00,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,True,False,2512,25.0,29.0,,
11206130,1/1/2012 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,2013,20.0,48.0,,
12640226,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,822,8.0,23.0,,
12834786,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,CONTRIBUTE TO THE DELINQUENCY OF CHILD,APARTMENT,False,True,2411,24.0,50.0,,
11648597,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,732,7.0,6.0,,
10683411,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1511,15.0,29.0,,
10076947,1/1/2012 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,423,4.0,7.0,41.74006991,-87.56240683
10076872,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,2515,25.0,37.0,41.91929886,-87.75723448
10300803,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,332,3.0,5.0,41.77246024,-87.58262165
11754949,1/1/2012 0:00,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,False,True,924,9.0,15.0,,
12951116,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,813,8.0,23.0,,
10928592,1/1/2012 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,False,532,5.0,9.0,,
11817369,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,False,False,1821,18.0,27.0,,
11012707,1/1/2012 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,631,6.0,6.0,,
