ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
10779477,1/1/2010 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,331,3.0,5.0,,
10342825,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1622,16.0,45.0,41.96503178,-87.76837569
10828596,1/1/2010 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,922,9.0,12.0,,
10577917,1/1/2010 0:00,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True,2424,24.0,49.0,,
13008103,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,2532,25.0,37.0,,
12857703,1/1/2010 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,334,3.0,7.0,,
10886696,1/1/2010 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,2521,25.0,31.0,,
12524232,1/1/2010 0:00,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,SCHOOL - PUBLIC GROUNDS,False,False,1134,11.0,28.0,,
12356214,1/1/2010 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,921,9.0,12.0,,
11147400,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1111,11.0,37.0,,
11607663,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,433,4.0,10.0,,
10938629,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,1723,17.0,33.0,,
10409238,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,1111,11.0,37.0,,
12594128,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,823,8.0,17.0,,
10465199,1/1/2010 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1223,12.0,2.0,,
10421605,1/1/2010 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,1412,14.0,35.0,,
11860546,1/1/2010 0:00,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,APARTMENT,False,True,2413,24.0,50.0,,
11546894,1/1/2010 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,431,4.0,7.0,,
11039140,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,1623,16.0,45.0,,
11976985,1/1/2010 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,232,2.0,20.0,,
10617312,1/1/2010 0:00,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,False,False,1213,12.0,27.0,,
12055318,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,612,6.0,17.0,,
11458458,1/1/2010 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1135,11.0,28.0,,
