ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
5086585,1/1/2004 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,313,3.0,20.0,,
5623461,1/1/2004 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1523,15.0,28.0,,
7466578,1/1/2004 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,825,8.0,15.0,,
9545702,1/1/2004 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1531,15.0,37.0,,
6237132,1/1/2004 0:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,2514,25.0,31.0,,
5118013,1/1/2004 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1331,12.0,2.0,,
4648142,1/1/2004 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,False,False,1013,10.0,22.0,,
8346443,1/1/2004 0:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1133,11.0,24.0,,
6338584,1/1/2004 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,2535,25.0,27.0,,
11394455,1/1/2004 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2424,24.0,49.0,,
6282225,1/1/2004 0:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,313,3.0,20.0,,
5247960,1/1/2004 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,False,False,421,4.0,7.0,,
5783795,1/1/2004 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,1014,10.0,24.0,,
9160311,1/1/2004 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,931,9.0,16.0,,
6251769,1/1/2004 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,831,8.0,18.0,,
10698246,1/1/2004 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,1423,14.0,1.0,,
