ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12582048,1/1/2022 3:20,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,True,True,112,1.0,42.0,41.88035439,-87.62773137
12614794,1/1/2022 3:54,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,1832,18.0,42.0,,
12946256,1/1/2022 4:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True,613,6.0,21.0,,
12963121,1/1/2022 6:00,THEFT,OVER $500,SCHOOL - PRIVATE GROUNDS,False,False,1732,17.0,35.0,,
12939831,1/1/2022 6:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2212,22.0,19.0,,
12956500,1/1/2022 7:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2223,22.0,21.0,,
13084010,1/1/2022 7:40,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,133,1.0,3.0,,
12584020,1/1/2022 8:00,THEFT,OVER $500,STREET,False,False,532,5.0,9.0,41.67807874,-87.6193699
13023874,1/1/2022 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,2534,25.0,37.0,,
12948841,1/1/2022 9:00,THEFT,OVER $500,APARTMENT,False,False,1412,14.0,35.0,,
13086476,1/1/2022 9:10,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1122,11.0,28.0,,
12648917,1/1/2022 9:35,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1631,16.0,38.0,,
13022182,1/1/2022 12:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,632,6.0,8.0,,
13023417,1/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,123,1.0,4.0,,
12995103,1/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2531,25.0,29.0,,
13022198,1/1/2022 12:00,STALKING,SIMPLE,RESIDENCE,False,True,632,6.0,8.0,,
13013222,1/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2234,22.0,34.0,,
12958599,1/1/2022 12:00,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,True,True,825,8.0,16.0,,
12982794,1/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,False,False,313,3.0,20.0,,
12961601,1/1/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,811,8.0,23.0,,
13054726,1/1/2022 18:20,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1423,14.0,26.0,,
13062418,1/1/2022 21:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1915,19.0,46.0,,
12583897,1/1/2022 22:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1911,19.0,47.0,,
12583228,1/2/2022 11:00,THEFT,OVER $500,HOTEL / MOTEL,False,False,1832,18.0,42.0,41.89280556,-87.63410257
12985052,1/2/2022 13:15,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1434,14.0,1.0,,
12583019,1/2/2022 16:20,BATTERY,SIMPLE,SPORTS ARENA / STADIUM,True,False,132,1.0,4.0,,
12591845,1/2/2022 17:00,THEFT,FROM BUILDING,APARTMENT,False,False,1211,12.0,26.0,41.89630918,-87.69178951
12583361,1/2/2022 17:00,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SPORTS ARENA / STADIUM,False,False,132,1.0,4.0,,
12583025,1/2/2022 17:40,CRIMINAL DAMAGE,TO VEHICLE,AIRPORT PARKING LOT,False,False,813,8.0,23.0,41.79291248,-87.75082436
12587528,1/2/2022 19:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,213,2.0,3.0,41.81774924,-87.62143783
12583258,1/3/2022 1:30,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,2533,25.0,37.0,41.90850675,-87.75469746
12586896,1/3/2022 3:02,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,1434,14.0,2.0,41.9106746,-87.67999226
12584670,1/3/2022 5:24,THEFT,$500 AND UNDER,RESIDENCE,False,False,2523,25.0,31.0,,
12626633,1/3/2022 9:00,THEFT,FROM BUILDING,SCHOOL - PUBLIC BUILDING,False,False,722,7.0,6.0,,
12583671,1/3/2022 11:00,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SPORTS ARENA / STADIUM,False,False,132,1.0,4.0,,
12649988,1/3/2022 12:30,THEFT,$500 AND UNDER,APARTMENT,False,False,1934,19.0,44.0,,
12941287,1/3/2022 14:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1831,18.0,42.0,,
12583872,1/3/2022 15:54,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,123,1.0,25.0,41.86825618,-87.63240229
12586913,1/3/2022 16:07,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,412,4.0,8.0,,
12584673,1/3/2022 17:00,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,1912,19.0,47.0,,
12583976,1/3/2022 20:06,BATTERY,SIMPLE,STREET,False,False,1132,11.0,28.0,41.87435219,-87.72605742
12942102,1/4/2022 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,COMMERCIAL / BUSINESS OFFICE,False,False,113,1.0,42.0,,
12685624,1/4/2022 8:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,1654,16.0,41.0,,
12631189,1/4/2022 9:30,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12668446,1/4/2022 10:45,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,False,False,813,8.0,13.0,,
12592548,1/4/2022 11:55,THEFT,FROM BUILDING,RESIDENCE - GARAGE,False,False,1823,18.0,27.0,,
12584459,1/4/2022 15:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,131,1.0,3.0,41.86519478,-87.62410203
12586193,1/4/2022 16:00,THEFT,$500 AND UNDER,STREET,False,False,835,8.0,18.0,41.74597127,-87.68524497
13062310,1/4/2022 19:58,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE - PORCH / HALLWAY,False,False,424,4.0,7.0,,
13115372,1/5/2022 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1923,19.0,44.0,,
12951376,1/5/2022 0:00,THEFT,$500 AND UNDER,STREET,False,False,1824,18.0,2.0,,
12600527,1/5/2022 1:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,532,5.0,9.0,41.67807858,-87.61934428
12585266,1/5/2022 10:58,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,411,4.0,8.0,41.75078243,-87.59182349
12585302,1/5/2022 12:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,2512,25.0,29.0,41.91670601,-87.80052146
12585928,1/5/2022 12:50,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,411,4.0,8.0,41.757631,-87.58570825
12589915,1/5/2022 13:30,THEFT,$500 AND UNDER,RESIDENCE,False,False,1631,16.0,38.0,,
12587620,1/5/2022 15:00,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1223,12.0,27.0,,
12585430,1/5/2022 16:34,THEFT,$500 AND UNDER,RESTAURANT,False,False,2033,20.0,48.0,41.97397403,-87.6598036
12589695,1/6/2022 9:00,MOTOR VEHICLE THEFT,AUTOMOBILE,CHA PARKING LOT / GROUNDS,False,False,511,5.0,8.0,41.71186959,-87.59932118
12627194,1/6/2022 9:30,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12627189,1/6/2022 10:15,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12585821,1/6/2022 11:58,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,False,613,6.0,21.0,41.74330766,-87.6471522
12708924,1/6/2022 12:00,THEFT,$500 AND UNDER,APARTMENT,False,False,2011,20.0,40.0,,
12996487,1/6/2022 12:00,THEFT,FROM BUILDING,APARTMENT,False,False,1531,15.0,37.0,,
12598807,1/6/2022 16:00,THEFT,OVER $500,ALLEY,False,False,914,9.0,25.0,41.84854943,-87.63190909
12587625,1/6/2022 19:00,THEFT,OVER $500,APARTMENT,False,False,912,9.0,12.0,,
12587367,1/7/2022 0:01,THEFT,$500 AND UNDER,APARTMENT,False,False,324,3.0,7.0,41.76247097,-87.58009904
12990164,1/7/2022 3:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,2234,22.0,34.0,,
12603300,1/7/2022 3:00,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1434,14.0,2.0,,
12627185,1/7/2022 10:15,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12627179,1/7/2022 10:50,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12589099,1/7/2022 12:49,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,623,6.0,6.0,,
12586822,1/7/2022 13:09,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1611,16.0,41.0,41.99687868,-87.79765699
12643371,1/7/2022 13:30,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1414,14.0,32.0,,
12586755,1/7/2022 15:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,412,4.0,8.0,41.73875255,-87.58438471
12650340,1/7/2022 16:02,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE,True,False,513,5.0,21.0,,
12607365,1/7/2022 16:10,THEFT,OVER $500,APARTMENT,False,False,332,3.0,5.0,,
12589106,1/7/2022 16:12,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1135,11.0,28.0,,
12650344,1/7/2022 17:07,NARCOTICS,POSSESS - HEROIN (WHITE),RESIDENCE,True,False,513,5.0,34.0,,
12979104,1/7/2022 20:20,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,614,6.0,21.0,,
12596802,1/7/2022 21:20,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,913,9.0,11.0,,
12589092,1/7/2022 22:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,1433,14.0,32.0,,
12587069,1/7/2022 23:08,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1732,17.0,30.0,41.94466122,-87.71916018
12589929,1/8/2022 0:30,THEFT,OVER $500,RESIDENCE,False,False,1921,19.0,47.0,,
12945593,1/8/2022 3:36,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2221,22.0,21.0,,
12587989,1/8/2022 4:30,THEFT,$500 AND UNDER,STREET,False,False,1722,17.0,39.0,41.96173375,-87.74124812
12939793,1/8/2022 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,531,5.0,9.0,,
12587255,1/8/2022 9:25,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2523,25.0,31.0,41.93604205,-87.73693947
12587835,1/8/2022 12:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,613,6.0,21.0,41.74330766,-87.6471522
12587883,1/8/2022 15:45,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,2534,25.0,26.0,41.91066756,-87.73246953
12588426,1/8/2022 18:00,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,False,False,533,5.0,9.0,,
12596257,1/8/2022 18:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,511,5.0,9.0,41.72184048,-87.61727759
12588017,1/8/2022 20:18,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,123,1.0,25.0,41.86825618,-87.63240229
12588155,1/8/2022 21:30,ASSAULT,SIMPLE,APARTMENT,False,False,314,3.0,20.0,41.77804608,-87.59679991
12589093,1/8/2022 23:00,THEFT,OVER $500,WAREHOUSE,False,False,124,1.0,25.0,,
12630833,1/9/2022 1:00,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,1932,19.0,32.0,,
12595881,1/9/2022 7:00,THEFT,FROM BUILDING,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,False,False,813,8.0,23.0,,
12589111,1/9/2022 8:43,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,1222,12.0,27.0,,
12587916,1/9/2022 10:58,ASSAULT,SIMPLE,RESIDENCE,False,False,214,2.0,3.0,41.8226591,-87.61576284
12947110,1/9/2022 12:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,332,3.0,5.0,,
12588350,1/9/2022 17:45,ASSAULT,SIMPLE,STREET,False,False,1112,11.0,37.0,41.89785522,-87.72371541
12588629,1/10/2022 9:30,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,212,2.0,3.0,41.83105144,-87.62244261
12631180,1/10/2022 10:15,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12611980,1/10/2022 10:35,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,122,1.0,42.0,,
12631173,1/10/2022 10:45,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12590773,1/10/2022 11:35,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,1212,12.0,32.0,,
12589773,1/10/2022 12:10,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1833,18.0,2.0,41.89876792,-87.62411633
12589562,1/10/2022 14:00,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,1612,16.0,41.0,41.99719609,-87.80934931
12594951,1/10/2022 16:05,THEFT,FROM BUILDING,RESTAURANT,False,False,1224,12.0,27.0,,
12606444,1/10/2022 16:35,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,2033,20.0,47.0,,
12589940,1/10/2022 17:45,ASSAULT,SIMPLE,STREET,False,False,1823,18.0,27.0,,
12589912,1/10/2022 18:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1211,12.0,1.0,,
12589166,1/10/2022 20:25,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1014,10.0,24.0,41.86006697,-87.72011718
12592572,1/10/2022 21:00,THEFT,OVER $500,STREET,False,False,1611,16.0,41.0,,
12589943,1/10/2022 21:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,222,2.0,5.0,,
12630825,1/11/2022 2:40,THEFT,OVER $500,APARTMENT,False,False,1933,19.0,44.0,41.93585417,-87.64912018
12589470,1/11/2022 6:28,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,1834,18.0,42.0,41.88899385,-87.62693483
12947665,1/11/2022 9:00,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,321,3.0,20.0,,
12631170,1/11/2022 10:00,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12631167,1/11/2022 10:30,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,,
12590050,1/11/2022 11:30,THEFT,OVER $500,RESIDENCE,False,False,612,6.0,17.0,41.75355441,-87.65260634
12589669,1/11/2022 13:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1011,10.0,24.0,41.86162732,-87.73604559
12649422,1/11/2022 14:05,NARCOTICS,POSSESS - CRACK,CONVENIENCE STORE,True,False,2532,25.0,37.0,,
12598484,1/11/2022 14:24,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1912,19.0,47.0,,
12592573,1/11/2022 15:00,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1211,12.0,1.0,,
12590456,1/11/2022 15:40,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,123,1.0,25.0,41.86825618,-87.63240229
12590772,1/11/2022 17:45,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1833,18.0,2.0,41.89876792,-87.62411633
12592569,1/11/2022 18:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,1914,19.0,46.0,,
12590763,1/11/2022 21:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1915,19.0,46.0,,
12590280,1/11/2022 23:00,THEFT,$500 AND UNDER,STREET,False,False,724,7.0,16.0,41.77145103,-87.65185627
13021158,1/12/2022 0:01,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,1031,10.0,22.0,,
12590139,1/12/2022 2:01,THEFT,OVER $500,STREET,False,False,1921,19.0,32.0,41.94230944,-87.68327522
12590179,1/12/2022 2:40,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,815,8.0,14.0,41.80687052,-87.72967714
12591082,1/12/2022 6:15,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,2512,25.0,29.0,41.91670601,-87.80052146
12590301,1/12/2022 8:15,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,2211,22.0,19.0,41.68543577,-87.71033761
13020502,1/12/2022 9:45,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2424,24.0,49.0,,
12631166,1/12/2022 11:15,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,1134,11.0,24.0,,
12590563,1/12/2022 11:37,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,313,3.0,20.0,41.78108866,-87.61442995
12627199,1/12/2022 11:45,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
13024190,1/12/2022 12:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1121,11.0,27.0,,
12644777,1/12/2022 12:30,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,False,False,1115,11.0,28.0,,
12590585,1/12/2022 13:15,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,1834,18.0,42.0,41.88899385,-87.62693483
12627203,1/12/2022 13:30,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12590525,1/12/2022 13:48,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,725,7.0,16.0,41.77768311,-87.6620741
12638178,1/12/2022 14:15,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11.0,24.0,,
12598483,1/12/2022 17:26,THEFT,FROM BUILDING,RESIDENCE - GARAGE,False,False,1232,12.0,25.0,,
12591389,1/12/2022 19:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,824,8.0,15.0,41.79312921,-87.69256644
26557,1/12/2022 19:22,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,731,7.0,6.0,41.75933169,-87.63081068
12592560,1/12/2022 19:30,THEFT,$500 AND UNDER,RESIDENCE,False,False,1813,18.0,43.0,41.91484272,-87.64837837
12590947,1/12/2022 22:00,ARSON,BY FIRE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,213,2.0,3.0,41.82353669,-87.61698944
12592379,1/13/2022 2:00,THEFT,OVER $500,STREET,False,False,1432,14.0,32.0,,
12591683,1/13/2022 3:42,THEFT,$500 AND UNDER,STREET,False,False,414,4.0,8.0,41.74696254,-87.57711423
12594139,1/13/2022 5:30,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,131,1.0,3.0,,
12592868,1/13/2022 5:43,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1623,16.0,45.0,41.97090753,-87.7634587
12596822,1/13/2022 9:00,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1651,16.0,41.0,,
12952473,1/13/2022 9:20,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1624,16.0,45.0,,
12668462,1/13/2022 9:44,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),APARTMENT,True,False,1135,11.0,28.0,,
12650329,1/13/2022 10:48,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1222,12.0,28.0,,
12982145,1/13/2022 10:55,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,622,6.0,21.0,,
12611565,1/13/2022 11:31,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1012,10.0,24.0,,
12642892,1/13/2022 11:41,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1833,18.0,42.0,,
13020481,1/13/2022 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1831,18.0,42.0,,
12650336,1/13/2022 12:08,NARCOTICS,MANUFACTURE / DELIVER - CRACK,APARTMENT,True,False,713,7.0,16.0,,
12591858,1/13/2022 15:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1134,11.0,24.0,41.87096812,-87.70456303
12595031,1/13/2022 15:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1112,11.0,27.0,41.89542474,-87.72027859
12592524,1/13/2022 16:00,THEFT,OVER $500,RESIDENCE,False,False,413,4.0,8.0,,
12650338,1/13/2022 16:45,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,ALLEY,True,False,831,8.0,15.0,,
12603650,1/13/2022 17:00,THEFT,FROM BUILDING,RESIDENCE,False,False,212,2.0,4.0,41.82510446,-87.60576335
12668469,1/13/2022 17:00,NARCOTICS,POSSESS - SYNTHETIC DRUGS,RESIDENCE,True,False,831,8.0,17.0,,
12596808,1/13/2022 18:22,THEFT,OVER $500,SIDEWALK,False,False,1831,18.0,42.0,,
12600771,1/13/2022 22:00,THEFT,OVER $500,ALLEY,False,False,2422,24.0,49.0,,
12592434,1/14/2022 6:37,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1723,17.0,35.0,41.96294748,-87.71383333
12592563,1/14/2022 8:50,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,413,4.0,8.0,,
12592281,1/14/2022 11:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2013,20.0,48.0,41.98924362,-87.66511973
12637423,1/14/2022 11:21,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1021,10.0,24.0,,
