ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
11240618,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,False,823,8.0,13.0,,
11607783,1/1/2013 0:00,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,1133,11.0,24.0,,
11641102,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,823,8.0,23.0,,
10067852,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,333,3.0,5.0,41.76559952,-87.57136777
10219654,1/1/2013 0:00,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,True,False,213,2.0,3.0,41.82029283,-87.62850119
12941406,1/1/2013 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True,824,8.0,14.0,,
11568776,1/1/2013 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,631,6.0,8.0,,
12685560,1/1/2013 0:00,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,1023,10.0,24.0,,
10356983,1/1/2013 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,True,False,925,9.0,11.0,41.80877988,-87.65157082
10049724,1/1/2013 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,2424,24.0,49.0,42.01793793,-87.68201978
12358754,1/1/2013 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,832,8.0,18.0,,
12145381,1/1/2013 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,623,6.0,6.0,,
10022873,1/1/2013 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1123,11.0,28.0,41.88183213,-87.70950946
13062943,1/1/2013 0:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1622,16.0,45.0,,
11481379,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,2413,24.0,50.0,,
12311312,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,1422,14.0,26.0,,
11535075,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,331,3.0,5.0,,
12497362,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,1914,19.0,46.0,,
12652138,1/1/2013 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,314,3.0,20.0,,
11312804,1/1/2013 0:00,CRIMINAL TRESPASS,TO LAND,OTHER,False,False,713,7.0,16.0,,
10209747,1/1/2013 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,511,5.0,9.0,41.71179663,-87.62843148
12525626,1/1/2013 0:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,SPORTS ARENA / STADIUM,False,False,1223,12.0,27.0,,
10875371,1/1/2013 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,321,3.0,20.0,,
