ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12368777,1/1/2019 0:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,212,2.0,4.0,,
12566666,1/1/2019 0:00,THEFT,$500 AND UNDER,APARTMENT,False,False,1215,12.0,1.0,,
12288012,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,833,8.0,13.0,,
12561403,1/1/2019 0:00,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER (SPECIFY),True,False,2023,20.0,48.0,,
12822215,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,931,9.0,20.0,,
12961373,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,1112,11.0,27.0,,
11895528,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1622,16.0,45.0,,
12473387,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2534,25.0,26.0,,
12325061,1/1/2019 0:00,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,False,False,221,2.0,4.0,,
12375367,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,False,223,2.0,3.0,,
12491586,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,524,5.0,34.0,,
12543498,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,621,6.0,17.0,,
12322408,1/1/2019 0:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,True,212,2.0,4.0,,
12456410,1/1/2019 0:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1231,12.0,28.0,,
12420984,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1032,10.0,22.0,,
12491588,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,524,5.0,34.0,,
12632310,1/1/2019 0:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,922,9.0,15.0,,
12384927,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,2024,20.0,48.0,,
12386207,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,433,4.0,10.0,,
12499305,1/1/2019 0:00,DECEPTIVE PRACTICE,EMBEZZLEMENT,GOVERNMENT BUILDING / PROPERTY,False,False,1033,10.0,24.0,,
12699476,1/1/2019 0:00,PROSTITUTION,PIMPING,POLICE FACILITY / VEHICLE PARKING LOT,True,True,1112,11.0,37.0,,
12943942,1/1/2019 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,414,4.0,8.0,,
12343897,1/1/2019 0:00,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,False,False,422,4.0,7.0,,
12520317,1/1/2019 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,1111,11.0,28.0,,
12405980,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,511,5.0,21.0,,
12298601,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,715,7.0,15.0,,
12291164,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2533,25.0,37.0,,
12493491,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,632,6.0,6.0,,
11553168,1/1/2019 0:00,THEFT,FROM BUILDING,RESTAURANT,False,False,1833,18.0,2.0,41.89876792,-87.62411633
12631707,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,433,4.0,10.0,41.69292725,-87.54010816
12404186,1/1/2019 0:00,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,False,True,2222,22.0,21.0,,
12518482,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,923,9.0,14.0,,
12812441,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,1111,11.0,28.0,,
12367811,1/1/2019 0:00,OFFENSE INVOLVING CHILDREN,POSSESSION OF PORNOGRAPHIC PRINT,APARTMENT,True,False,1914,19.0,46.0,,
12688908,1/1/2019 0:00,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,False,False,631,6.0,8.0,,
12293785,1/1/2019 0:00,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,112,1.0,42.0,,
12955937,1/1/2019 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,213,2.0,3.0,,
12240599,1/1/2019 0:01,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESIDENCE,False,False,2411,24.0,50.0,,
12237684,1/1/2019 0:01,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True,834,8.0,18.0,,
12215772,1/1/2019 0:01,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,SCHOOL - PUBLIC BUILDING,False,False,234,2.0,5.0,,
12575457,1/1/2019 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1612,16.0,41.0,,
12956082,1/1/2019 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1821,18.0,2.0,,
12430502,1/1/2019 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,222,2.0,4.0,,
11751656,1/1/2019 0:01,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,133,1.0,4.0,41.84783858,-87.61678078
13103730,1/1/2019 0:01,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,False,432,4.0,10.0,,
11845909,1/1/2019 0:01,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,False,False,922,9.0,15.0,41.80819279,-87.69952857
12987631,1/1/2019 0:01,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1221,12.0,1.0,,
12955333,1/1/2019 0:01,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,623,6.0,17.0,,
12404728,1/1/2019 0:01,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2522,25.0,35.0,,
12808948,1/1/2019 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1132,11.0,24.0,,
12668587,1/1/2019 0:01,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1931,19.0,32.0,,
12642049,1/1/2019 0:01,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,2534,25.0,26.0,,
12626574,1/1/2019 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2213,22.0,19.0,,
11554520,1/1/2019 4:35,THEFT,$500 AND UNDER,STREET,False,False,1215,12.0,27.0,,
11553788,1/1/2019 5:30,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,1933,19.0,44.0,41.93265119,-87.65319703
12450278,1/1/2019 6:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2223,22.0,21.0,,
13104842,1/1/2019 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,321,3.0,20.0,,
