ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
11711467,1/1/2007 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,812,8.0,23.0,,
11912984,1/1/2007 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,False,2515,25.0,36.0,,
9784689,1/1/2007 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,2213,22.0,19.0,,
7834932,1/1/2007 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,1113,11.0,28.0,,
7810093,1/1/2007 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,1931,19.0,32.0,,
7469454,1/1/2007 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,2534,25.0,30.0,,
8511762,1/1/2007 0:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2033,20.0,46.0,,
11256191,1/1/2007 0:00,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,824,8.0,14.0,,
10864090,1/1/2007 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,413,4.0,8.0,,
12644047,1/1/2007 0:00,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,True,True,2521,25.0,31.0,,
7396755,1/1/2007 0:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,831,8.0,18.0,,
9179721,1/1/2007 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1014,10.0,24.0,,
7971753,1/1/2007 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,811,8.0,23.0,,
10384500,1/1/2007 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True,2532,25.0,37.0,,
10308127,1/1/2007 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,624,6.0,6.0,,
7960992,1/1/2007 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1011,10.0,24.0,,
