ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
6300083,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,823,8.0,16.0,,
8387950,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,511,5.0,8.0,,
6482811,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1712,17.0,39.0,,
6327648,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,832,8.0,15.0,,
9924927,1/1/2006 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,931,9.0,20.0,,
10369657,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,723,7.0,16.0,,
7912549,1/1/2006 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,False,812,8.0,23.0,,
6181722,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,False,331,3.0,5.0,,
9509782,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,2424,24.0,49.0,,
10520146,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1021,10.0,24.0,,
10037129,1/1/2006 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,822,8.0,23.0,,
6813162,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,722,7.0,20.0,,
7120749,1/1/2006 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,False,2212,22.0,19.0,,
6024822,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1024,10.0,22.0,,
6893577,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,1411,14.0,35.0,,
8314338,1/1/2006 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,324,3.0,5.0,,
6774083,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1032,10.0,22.0,,
12441421,1/1/2006 0:00,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,False,True,1731,17.0,30.0,,
8602501,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,POOL ROOM,False,False,1134,11.0,24.0,,
8106760,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,631,6.0,8.0,,
8587680,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1034,10.0,12.0,,
9924933,1/1/2006 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,931,9.0,20.0,,
8574601,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2535,25.0,30.0,,
5953778,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,True,False,413,4.0,8.0,,
12657116,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,True,True,1914,19.0,46.0,,
6160006,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,812,8.0,13.0,,
7081678,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2222,22.0,21.0,,
8768488,1/1/2006 0:00,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True,2514,25.0,30.0,,
7478428,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,2234,22.0,34.0,,
12296075,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,1711,17.0,39.0,,
10051186,1/1/2006 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,825,8.0,15.0,,
10647280,1/1/2006 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,532,5.0,9.0,,
7991683,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,414,4.0,8.0,,
12233121,1/1/2006 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,822,8.0,13.0,,
8476233,1/1/2006 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,933,9.0,20.0,,
10716054,1/1/2006 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1512,15.0,29.0,,
12652771,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,433,4.0,10.0,,
6851158,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,False,False,2433,24.0,48.0,,
6718160,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2533,25.0,37.0,,
8041576,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,False,False,1122,11.0,28.0,,
7573113,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,True,512,5.0,34.0,,
10498230,1/1/2006 0:00,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,2032,20.0,47.0,,
10419418,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,False,922,9.0,14.0,,
10459049,1/1/2006 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,2511,25.0,36.0,,
9924940,1/1/2006 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,931,9.0,20.0,,
7868784,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,735,7.0,17.0,,
6582412,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1821,18.0,27.0,,
7433878,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1023,10.0,28.0,,
9266829,1/1/2006 0:00,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,"SCHOOL, PUBLIC, GROUNDS",False,False,1034,10.0,28.0,,
6100775,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,631,6.0,6.0,,
11909173,1/1/2006 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1112,11.0,27.0,,
12963644,1/1/2006 0:00,SEX OFFENSE,OTHER,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,913,9.0,11.0,,
6301925,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,614,6.0,21.0,,
9331281,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2232,22.0,34.0,,
6400797,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,513,5.0,9.0,,
6727537,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,331,3.0,5.0,,
10574741,1/1/2006 0:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,822,8.0,23.0,,
7157822,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,324,3.0,5.0,,
10586660,1/1/2006 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,1913,19.0,46.0,,
9746332,1/1/2006 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1533,15.0,28.0,,
6057685,1/1/2006 0:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,2333,19.0,44.0,,
6045366,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,724,7.0,16.0,,
7782374,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,2525,25.0,31.0,,
7972689,1/1/2006 0:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,2512,25.0,29.0,,
6035661,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,915,9.0,16.0,,
6187153,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,822,8.0,14.0,,
6010478,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,823,8.0,15.0,,
6360324,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1723,17.0,33.0,,
6008404,1/1/2006 0:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1222,12.0,25.0,,
7987342,1/1/2006 0:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,231,2.0,3.0,,
5939462,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1814,18.0,43.0,,
12015474,1/1/2006 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2234,22.0,34.0,,
6236524,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,432,4.0,10.0,,
6165827,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,2424,24.0,49.0,,
9594336,1/1/2006 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1234,12.0,25.0,,
6198456,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,False,True,833,8.0,13.0,,
6447008,1/1/2006 0:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,False,True,933,9.0,3.0,,
9207039,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,933,9.0,16.0,,
6183458,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,724,7.0,17.0,,
11525538,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,False,2433,24.0,48.0,,
6154377,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,833,8.0,13.0,,
6163268,1/1/2006 0:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,533,5.0,9.0,,
10308835,1/1/2006 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,313,3.0,20.0,,
8372985,1/1/2006 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,True,824,8.0,16.0,,
7040802,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,821,8.0,14.0,,
10714887,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1233,12.0,2.0,,
6898098,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,2515,25.0,31.0,,
7451923,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,False,True,2515,25.0,37.0,,
6587656,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2522,25.0,31.0,,
10386818,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,1022,10.0,24.0,,
7454165,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,333,3.0,5.0,,
6569455,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,323,3.0,6.0,,
6974215,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,913,9.0,12.0,,
6532372,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,HOTEL/MOTEL,False,False,112,1.0,2.0,,
6627817,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,321,3.0,5.0,,
7349413,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,513,5.0,34.0,,
11238580,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,False,2525,25.0,35.0,,
6531779,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1631,16.0,36.0,,
6815703,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,False,False,834,8.0,13.0,,
6830919,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,724,7.0,17.0,,
7224970,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,False,False,611,6.0,21.0,,
9976608,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2532,25.0,37.0,,
6525937,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,1622,16.0,45.0,,
7420962,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,BANK,False,False,2411,24.0,50.0,,
10524183,1/1/2006 0:01,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,824,8.0,14.0,,
6780043,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1412,14.0,35.0,,
9922333,1/1/2006 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,False,False,1513,15.0,29.0,,
6308846,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,623,6.0,6.0,,
8188018,1/1/2006 0:01,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,True,False,833,8.0,13.0,,
10840190,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,False,1422,14.0,26.0,,
6763103,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1134,11.0,28.0,,
6755510,1/1/2006 0:01,THEFT,OVER $500,OTHER,False,False,1212,12.0,27.0,,
6234530,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2522,25.0,31.0,,
6735955,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,513,5.0,34.0,,
10887192,1/1/2006 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,False,False,1112,11.0,27.0,,
5953176,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,726,7.0,15.0,,
11194744,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,False,312,3.0,20.0,,
5973832,1/1/2006 0:01,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,321,3.0,5.0,,
6236345,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2313,19.0,46.0,,
8993520,1/1/2006 0:01,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,True,True,835,8.0,18.0,,
7925324,1/1/2006 0:01,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1421,14.0,35.0,,
