ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12554258,1/1/2011 0:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,2211,22.0,19.0,,
7870014,1/1/2011 0:00,THEFT,$500 AND UNDER,STREET,False,False,1912,19.0,47.0,41.95232727,-87.67918105
12787821,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,833,8.0,13.0,,
11980585,1/1/2011 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,False,911,9.0,12.0,,
10387270,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,True,True,1111,11.0,37.0,,
10411646,1/1/2011 0:00,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1723,17.0,33.0,,
12916344,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,1121,11.0,27.0,,
10283110,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,True,512,5.0,34.0,41.70407538,-87.62819357
10308026,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,1622,16.0,45.0,41.97160591,-87.76817419
10383016,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,True,1123,11.0,28.0,,
11616799,1/1/2011 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,False,False,814,8.0,22.0,,
11339374,1/1/2011 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,532,5.0,9.0,,
12477177,1/1/2011 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,523,5.0,9.0,,
10295795,1/1/2011 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2413,24.0,50.0,41.99273848,-87.69825642
10767887,1/1/2011 0:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,524,5.0,34.0,,
10730541,1/1/2011 0:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,432,4.0,10.0,,
11007254,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,824,8.0,14.0,,
12502227,1/1/2011 0:00,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,APARTMENT,False,False,1021,10.0,24.0,,
11587603,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,1112,11.0,27.0,,
10383017,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,1723,17.0,35.0,,
12545641,1/1/2011 0:00,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,SCHOOL - PUBLIC BUILDING,False,False,811,8.0,23.0,,
11092525,1/1/2011 0:00,DECEPTIVE PRACTICE,EMBEZZLEMENT,RESIDENCE,False,False,221,2.0,4.0,,
8230453,1/1/2011 0:00,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,False,False,2234,22.0,34.0,41.69232168,-87.6454426
11098153,1/1/2011 0:00,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,2522,25.0,31.0,,
12100967,1/1/2011 0:00,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,2522,25.0,36.0,,
